Id,Tehsil,Type,Name,Population
1,Sagar,Town,Sagar Municipal Corporation,274556
2,Sagar,Town,Sagar Cantt Cantonment Board,40513
3,Sagar,Town,Rajakhedi Census Town,24232
4,Sagar,Town,Makronia Buzurg Census Town,23861
5,Sagar,Town,Shahpur Nagar Panchayat,13668
6,Sagar,Town,Karrapur Census Town,10647
7,Sagar,Town,Dhana Census Town,9677
8,Sagar,Town,Gamiria Sagar Census Town,7984
9,Sagar,Town,Bhainsa Census Town,5144
10,Sagar,Town,Kapuria Census Town,1902
11,Sagar,Village,Agariya,834
12,Sagar,Village,Agra,845
13,Sagar,Village,Ama Khurd,258
14,Sagar,Village,Amaoni,670
15,Sagar,Village,Amet,1506
16,Sagar,Village,Amoda,774
17,Sagar,Village,Amoda,599
18,Sagar,Village,Apchand,2047
19,Sagar,Village,Arjani,354
20,Sagar,Village,Bachhlon,2241
21,Sagar,Village,Badarchuwa,188
22,Sagar,Village,Badaua,717
23,Sagar,Village,Badbadi,548
24,Sagar,Village,Badera,10
25,Sagar,Village,Badkuwan,2057
26,Sagar,Village,Badona,2694
27,Sagar,Village,Badora,856
28,Sagar,Village,Badtuma,2752
29,Sagar,Village,Baheria Gadgad,1930
30,Sagar,Village,Baheriya Sahni,1320
31,Sagar,Village,Bakhra,192
32,Sagar,Village,Bakswaha,1553
33,Sagar,Village,Bamhori,333
34,Sagar,Village,Bamhori,343
35,Sagar,Village,Bamhori Bika,2367
36,Sagar,Village,Bamhori Dhunder,2943
37,Sagar,Village,Bamhori Ghat,979
38,Sagar,Village,Bamhori Renguwan,3620
39,Sagar,Village,Bamora,622
40,Sagar,Village,Banguwan,218
41,Sagar,Village,Banjariya,897
42,Sagar,Village,Bansa,2542
43,Sagar,Village,Bansiya,1802
44,Sagar,Village,Bararu,3567
45,Sagar,Village,Barchha,1088
46,Sagar,Village,Barkhera Khuman,1684
47,Sagar,Village,Barkhera Mafi,322
48,Sagar,Village,Barkhuwa Khurd,441
49,Sagar,Village,Barnawad,1846
50,Sagar,Village,Baroda Rehli,2392
51,Sagar,Village,Baroda Sager,3056
52,Sagar,Village,Barodiya Gusai,439
53,Sagar,Village,Barpani,1316
54,Sagar,Village,Basiya Bhansa,1072
55,Sagar,Village,Belai Ghat,638
56,Sagar,Village,Belai Guru,462
57,Sagar,Village,Belai Mafi,444
58,Sagar,Village,Belkhader,95
59,Sagar,Village,Berkhera Mahent,429
60,Sagar,Village,Berkheri,770
61,Sagar,Village,Berkheri Champat,292
62,Sagar,Village,Berkheri Gangaram,803
63,Sagar,Village,Berkheri Guru,1521
64,Sagar,Village,Berkheri Khurd,296
65,Sagar,Village,Berkheri Mudiya,362
66,Sagar,Village,Berkheri Suwansh,628
67,Sagar,Village,Berkhuwa Mahant,577
68,Sagar,Village,Berkhuwa Tiwari,335
69,Sagar,Village,Bersala,483
70,Sagar,Village,Bhainswahi,2080
71,Sagar,Village,Bhajiya,323
72,Sagar,Village,Bhapel,2938
73,Sagar,Village,Bhilaiya,371
74,Sagar,Village,Bhonhari,1543
75,Sagar,Village,Bichhuwa,456
76,Sagar,Village,Biharikheda,1455
77,Sagar,Village,Biharipura,578
78,Sagar,Village,Bijora,1539
79,Sagar,Village,Bilehra,9371
80,Sagar,Village,Bindwas,2675
81,Sagar,Village,Birpura,648
82,Sagar,Village,Birpura Sagar,538
83,Sagar,Village,Bisunpur,1022
84,Sagar,Village,Boda Pipariya,491
85,Sagar,Village,Chakeri,679
86,Sagar,Village,Chakroda,46
87,Sagar,Village,Chandamau,2793
88,Sagar,Village,Chandoni,686
89,Sagar,Village,Chandrapur,339
90,Sagar,Village,Chandwar,1123
91,Sagar,Village,Chartoriya,1680
92,Sagar,Village,Chatur Bhata,2475
93,Sagar,Village,Chauka,141
94,Sagar,Village,Chawda,909
95,Sagar,Village,Chenpura,1219
96,Sagar,Village,Chitai,135
97,Sagar,Village,Chitoura,2752
98,Sagar,Village,Chouka Damoh,413
99,Sagar,Village,Dabri,436
100,Sagar,Village,Dangi Dahar,467
101,Sagar,Village,Deori,1247
102,Sagar,Village,Deori Pathariya,1366
103,Sagar,Village,Dewalchori,1354
104,Sagar,Village,Dhakrai,1402
105,Sagar,Village,Dhana Naryaoli,731
106,Sagar,Village,Dharkheri,129
107,Sagar,Village,Dhau,272
108,Sagar,Village,Dhoha,588
109,Sagar,Village,Dhoha,172
110,Sagar,Village,Dhudoniya,834
111,Sagar,Village,Dhungasra,2890
112,Sagar,Village,Dhura,1786
113,Sagar,Village,Dungariya,563
114,Sagar,Village,Futera,559
115,Sagar,Village,Gadariya Dhonga,481
116,Sagar,Village,Gadarkhera,92
117,Sagar,Village,Gadoli Buzurg,582
118,Sagar,Village,Gadoli Kalan,825
119,Sagar,Village,Gadoli Khurd,1926
120,Sagar,Village,Gadpahra Muhal,733
121,Sagar,Village,Gadpahra Raiyatwari,240
122,Sagar,Village,Gehalpur,528
123,Sagar,Village,Genhuras Buzurg,859
124,Sagar,Village,Genhuras Khurd,177
125,Sagar,Village,Ghana,674
126,Sagar,Village,Ghana,398
127,Sagar,Village,Ghatampur,1197
128,Sagar,Village,Ghoghari,573
129,Sagar,Village,Ghughar,2841
130,Sagar,Village,Ghureta,733
131,Sagar,Village,Gidwani,1290
132,Sagar,Village,Girwar,2585
133,Sagar,Village,Godai,129
134,Sagar,Village,Gonchi,179
135,Sagar,Village,Gora,844
136,Sagar,Village,Gousra,863
137,Sagar,Village,Guda,913
138,Sagar,Village,Guraiya,1197
139,Sagar,Village,Hada,778
140,Sagar,Village,Hafsili,718
141,Sagar,Village,Hafsili,790
142,Sagar,Village,Hanota Dugaha,16
143,Sagar,Village,Hanota Kalan,1332
144,Sagar,Village,Hanota Khurd,340
145,Sagar,Village,Hanota Parichhat,1803
146,Sagar,Village,Hanota Sagar,933
147,Sagar,Village,Hansrai,558
148,Sagar,Village,Hilgan,2503
149,Sagar,Village,Hinnod,2036
150,Sagar,Village,Hinnpur,552
151,Sagar,Village,Hirapur,234
152,Sagar,Village,Hirapur,1614
153,Sagar,Village,Ikpana Basona,1102
154,Sagar,Village,Ishurwara,3315
155,Sagar,Village,Jaisinagar,7848
156,Sagar,Village,Jaitpur,337
157,Sagar,Village,Jaitpur,543
158,Sagar,Village,Jamuniya,634
159,Sagar,Village,Jamuniya Gond,998
160,Sagar,Village,Jarara,1145
161,Sagar,Village,Jasraj,984
162,Sagar,Village,Jera,854
163,Sagar,Village,Jerai,965
164,Sagar,Village,Jerwara,756
165,Sagar,Village,Jhamra,253
166,Sagar,Village,Jhinpatan,6
167,Sagar,Village,Jhujarpura,191
168,Sagar,Village,Jinda,674
169,Sagar,Village,Johariya,552
170,Sagar,Village,Kadera Belkhader,331
171,Sagar,Village,Kaijra Uddet,577
172,Sagar,Village,Kalipathar,490
173,Sagar,Village,Kanchri,1000
174,Sagar,Village,Kandela,615
175,Sagar,Village,Kanera Gond,1852
176,Sagar,Village,Kanker Kuiya,523
177,Sagar,Village,Kanoni,617
178,Sagar,Village,Karai,597
179,Sagar,Village,Karaiya,2064
180,Sagar,Village,Karaiya,1127
181,Sagar,Village,Karhad,1298
182,Sagar,Village,Katangi,806
183,Sagar,Village,Keolari,1001
184,Sagar,Village,Kerbana,4121
185,Sagar,Village,Keslon,217
186,Sagar,Village,Khadera Bhan,1415
187,Sagar,Village,Khadera Khurd,491
188,Sagar,Village,Khaejra Budhu,767
189,Sagar,Village,Khaharmau,565
190,Sagar,Village,Khajuriya,720
191,Sagar,Village,Khajuriya Guru,823
192,Sagar,Village,Khakron,1308
193,Sagar,Village,Khamariya Gond,42
194,Sagar,Village,Khamhariya Buzurg,428
195,Sagar,Village,Khamkheda,265
196,Sagar,Village,Khamkuwa,2287
197,Sagar,Village,Khand,640
198,Sagar,Village,Khanpur,219
199,Sagar,Village,Khejra Dugaha,359
200,Sagar,Village,Khejra Mafi,965
201,Sagar,Village,Khejrabag,965
202,Sagar,Village,Khera Sliya,786
203,Sagar,Village,Kherai,908
204,Sagar,Village,Khiria Damodi,339
205,Sagar,Village,Khiria Tajkhan,108
206,Sagar,Village,Khiriya Khurd,671
207,Sagar,Village,Khiriya Nikhar,667
208,Sagar,Village,Khurai Thaori,1849
209,Sagar,Village,Killai,1685
210,Sagar,Village,Kishanpura,1721
211,Sagar,Village,Kishnpura,844
212,Sagar,Village,Knera Nikhar,1407
213,Sagar,Village,Kodni,902
214,Sagar,Village,Koluwa Amarsa,434
215,Sagar,Village,Korja,487
216,Sagar,Village,Kudai,137
217,Sagar,Village,Kudari,2392
218,Sagar,Village,Kusumgarh,206
219,Sagar,Village,Lahdara,459
220,Sagar,Village,Lakhni,511
221,Sagar,Village,Lalepur,717
222,Sagar,Village,Lidhora Khurd,958
223,Sagar,Village,Lidhorahat,1244
224,Sagar,Village,Lotna,1114
225,Sagar,Village,Lotni,628
226,Sagar,Village,Luhari,1558
227,Sagar,Village,Madaiya Gond,620
228,Sagar,Village,Madanpura,393
229,Sagar,Village,Madkhera Jagir,1386
230,Sagar,Village,Magron,1904
231,Sagar,Village,Mahuwa Kheda,1040
232,Sagar,Village,Mahuwa Kheda,1540
233,Sagar,Village,Mahuwa Kheda Gondi,484
234,Sagar,Village,Mahuwakheda Kalan,396
235,Sagar,Village,Majguwan,2563
236,Sagar,Village,Majhguwan Ahir,484
237,Sagar,Village,Majhguwan Grant,61
238,Sagar,Village,Makroniya Khurd,338
239,Sagar,Village,Manchhi,7
240,Sagar,Village,Manesiya,705
241,Sagar,Village,Mankiyai,1240
242,Sagar,Village,Mara Imaliya,1288
243,Sagar,Village,Masanjhiri,340
244,Sagar,Village,Masurhai,1280
245,Sagar,Village,Maswasi,546
246,Sagar,Village,Medki,283
247,Sagar,Village,Mehar,3825
248,Sagar,Village,Mehgod,978
249,Sagar,Village,Menpani,1599
250,Sagar,Village,Midwasa,2063
251,Sagar,Village,Midwasa,948
252,Sagar,Village,Mochal,567
253,Sagar,Village,Mohara,335
254,Sagar,Village,Mohli,2058
255,Sagar,Village,Mokalpur,3985
256,Sagar,Village,Mothi,1696
257,Sagar,Village,Mudiya Kalrai,637
258,Sagar,Village,Mudra,736
259,Sagar,Village,Mudra Jaruwakheda,6521
260,Sagar,Village,Mudri,672
261,Sagar,Village,Nagna,451
262,Sagar,Village,Narayanpur,769
263,Sagar,Village,Narayawali,5261
264,Sagar,Village,Narwani,1251
265,Sagar,Village,Nitarri,367
266,Sagar,Village,Oriya,1494
267,Sagar,Village,Padariya,4343
268,Sagar,Village,Padariya Kalan,405
269,Sagar,Village,Padrai,3459
270,Sagar,Village,Pagara,2871
271,Sagar,Village,Pali,1001
272,Sagar,Village,Pamakhedi,2912
273,Sagar,Village,Panari,910
274,Sagar,Village,Parasiya,485
275,Sagar,Village,Pargaspura,597
276,Sagar,Village,Parsoriya,4398
277,Sagar,Village,Patan,1426
278,Sagar,Village,Patha,1081
279,Sagar,Village,Patha,254
280,Sagar,Village,Pathariya Hat,1475
281,Sagar,Village,Patheriya Jat,4555
282,Sagar,Village,Patheriya Raiyatwari,520
283,Sagar,Village,Patkui,1566
284,Sagar,Village,Piparia Vaid,328
285,Sagar,Village,Pipariya,743
286,Sagar,Village,Pipariya,164
287,Sagar,Village,Pipariya Karkat,815
288,Sagar,Village,Pipariya Khongar,350
289,Sagar,Village,Pipariya Ramwan,321
290,Sagar,Village,Piperiya Gehalpur,831
291,Sagar,Village,Piprai,424
292,Sagar,Village,Prithvipura,268
293,Sagar,Village,Raipura,408
294,Sagar,Village,Rajauya,2514
295,Sagar,Village,Rampura,591
296,Sagar,Village,Rampura,192
297,Sagar,Village,Rangoli,2401
298,Sagar,Village,Ranipura,992
299,Sagar,Village,Ranipura,395
300,Sagar,Village,Ratona,1279
301,Sagar,Village,Rehli,552
302,Sagar,Village,Renwjha,739
303,Sagar,Village,Richhai,1036
304,Sagar,Village,Richhawar,1194
305,Sagar,Village,Richoda,1078
306,Sagar,Village,Rusalla,1742
307,Sagar,Village,Saderi,1643
308,Sagar,Village,Sagoni Bhat,556
309,Sagar,Village,Sagoni Guru,596
310,Sagar,Village,Sagoni Khurd,727
311,Sagar,Village,Sagoni Puraina,1223
312,Sagar,Village,Sagoriya,93
313,Sagar,Village,Sahajpuri Buzurg,464
314,Sagar,Village,Sahajpuri Khurd,602
315,Sagar,Village,Saikheda,2039
316,Sagar,Village,Saji,616
317,Sagar,Village,Saji,493
318,Sagar,Village,Salaiya,558
319,Sagar,Village,Salaiya Ganji,577
320,Sagar,Village,Salaiya Ghugher,452
321,Sagar,Village,Samnapur,1289
322,Sagar,Village,Samos,503
323,Sagar,Village,Sanjra,91
324,Sagar,Village,Sanodha,6394
325,Sagar,Village,Sapat,616
326,Sagar,Village,Sarkhari,1268
327,Sagar,Village,Satta Dhana,1920
328,Sagar,Village,Semadhana,2414
329,Sagar,Village,Semra Angad,972
330,Sagar,Village,Semra Ghat,249
331,Sagar,Village,Semra Ghona,619
332,Sagar,Village,Semra Gopalman,1908
333,Sagar,Village,Semra Hat,1085
334,Sagar,Village,Semra Lahariya,1918
335,Sagar,Village,Semrabag,2992
336,Sagar,Village,Semrakalan,703
337,Sagar,Village,Senkuwa Raiyatwari,113
338,Sagar,Village,Sethiya,1330
339,Sagar,Village,Sewan,1208
340,Sagar,Village,Sewara Sewari,1367
341,Sagar,Village,Shobhapur,643
342,Sagar,Village,Shyampura,378
343,Sagar,Village,Sidguwan,2478
344,Sagar,Village,Silera,686
345,Sagar,Village,Simariya,1637
346,Sagar,Village,Simariya,216
347,Sagar,Village,Singarchori,536
348,Sagar,Village,Singarmundi,358
349,Sagar,Village,Singna,1431
350,Sagar,Village,Singpur,48
351,Sagar,Village,Sironja,2083
352,Sagar,Village,Sirwai,50
353,Sagar,Village,Somla,1326
354,Sagar,Village,Sukha,417
355,Sagar,Village,Sultanpura,528
356,Sagar,Village,Suneti,32
357,Sagar,Village,Surajpura,725
358,Sagar,Village,Surkhi,7289
359,Sagar,Village,Suwatala,351
360,Sagar,Village,Tahra Tahri,1592
361,Sagar,Village,Tajpur,1111
362,Sagar,Village,Talchiri,1971
363,Sagar,Village,Talguwari,351
364,Sagar,Village,Tekapar,844
365,Sagar,Village,Tendu Daber,708
366,Sagar,Village,Tigra,35
367,Sagar,Village,Tilakhera,662
368,Sagar,Village,Tinsuwa,1201
369,Sagar,Village,Toda Gotamiya,1455
370,Sagar,Village,Toda Tarafdar,2496
371,Sagar,Village,Udaipura Tiwari,1236
372,Banda,Town,Banda Nagar Panchayat,30923
373,Banda,Village,Abdapur,421
374,Banda,Village,Alampur Bheda,155
375,Banda,Village,Bagodha,359
376,Banda,Village,Bagpura,450
377,Banda,Village,Bamana,1659
378,Banda,Village,Bamhori Jagdish,2041
379,Banda,Village,Bamhori Mafi,710
380,Banda,Village,Bamhori Sagar,534
381,Banda,Village,Bamhorikhurd,2067
382,Banda,Village,Bamura Bheda,1131
383,Banda,Village,Bamura Binaika,471
384,Banda,Village,Bara,6439
385,Banda,Village,Barkhera,577
386,Banda,Village,Barkhera Bheda,178
387,Banda,Village,Behrol,2195
388,Banda,Village,Bejreda,430
389,Banda,Village,Belai,492
390,Banda,Village,Berkheri,999
391,Banda,Village,Besli,1798
392,Banda,Village,Bhadrana,2193
393,Banda,Village,Bharti Nagar,224
394,Banda,Village,Bhartiya,232
395,Banda,Village,Bhedakhas,1382
396,Banda,Village,Bhusa Kamalpur,1699
397,Banda,Village,Bichpuri,314
398,Banda,Village,Bijri,1084
399,Banda,Village,Bilauwa,1285
400,Banda,Village,Bilhani,656
401,Banda,Village,Binaika,2549
402,Banda,Village,Budhakhera,2820
403,Banda,Village,Chakeri Bineka,1328
404,Banda,Village,Chakk Bharti Nagar,376
405,Banda,Village,Chakkniwari,1135
406,Banda,Village,Chandhok,1034
407,Banda,Village,Chandrapura,457
408,Banda,Village,Charodha,1168
409,Banda,Village,Chhapri,2685
410,Banda,Village,Chilpahadi,1374
411,Banda,Village,Chitauli,271
412,Banda,Village,Chitauwa,323
413,Banda,Village,Choki Bheda,447
414,Banda,Village,Chouka Bheda,1637
415,Banda,Village,Dahkuli,425
416,Banda,Village,Dhaboli,3645
417,Banda,Village,Dhamoni,10
418,Banda,Village,Dhand,611
419,Banda,Village,Dilakhedi,1257
420,Banda,Village,Dongarpur,249
421,Banda,Village,Fatehpur,1311
422,Banda,Village,Fatehpur Malgujari,58
423,Banda,Village,Fatehpur Munjapta,157
424,Banda,Village,Gadar,1469
425,Banda,Village,Ganeshganj,873
426,Banda,Village,Ganyari,2334
427,Banda,Village,Ghoghra,2147
428,Banda,Village,Ghurata,254
429,Banda,Village,Gondai,829
430,Banda,Village,Gopalpura,384
431,Banda,Village,Gorakhurd,1691
432,Banda,Village,Hanota Patkui,2000
433,Banda,Village,Hanota Sahawan,1340
434,Banda,Village,Hanota Uwari,1598
435,Banda,Village,Harduwani,305
436,Banda,Village,Hata Khurd,166
437,Banda,Village,Hindoriya,495
438,Banda,Village,Hinoti,1216
439,Banda,Village,Ishakpura,23
440,Banda,Village,Jagthar,2022
441,Banda,Village,Jamuniya,2534
442,Banda,Village,Jawara,532
443,Banda,Village,Jejat Khera,801
444,Banda,Village,Jhagri,1332
445,Banda,Village,Jharai,426
446,Banda,Village,Kalraho,940
447,Banda,Village,Kandari,1292
448,Banda,Village,Kandwa,4335
449,Banda,Village,Kanera,327
450,Banda,Village,Kanti,1557
451,Banda,Village,Kethora,951
452,Banda,Village,Khaharmau,1503
453,Banda,Village,Khajara Bineka,569
454,Banda,Village,Khajra Bheda,948
455,Banda,Village,Khiriya,946
456,Banda,Village,Khojampur,1330
457,Banda,Village,Khurd,619
458,Banda,Village,Khuwari,1215
459,Banda,Village,Kiraula,502
460,Banda,Village,Kotiya,418
461,Banda,Village,Kotra,705
462,Banda,Village,Kulla,1478
463,Banda,Village,Kuwayala,1100
464,Banda,Village,Lachhipura,231
465,Banda,Village,Larethi,978
466,Banda,Village,Madaiya,533
467,Banda,Village,Madia,369
468,Banda,Village,Magardha,2270
469,Banda,Village,Mahmada,665
470,Banda,Village,Majhguwan,1549
471,Banda,Village,Malakpur,410
472,Banda,Village,Manjla,2044
473,Banda,Village,Mataya,492
474,Banda,Village,Mau,824
475,Banda,Village,Midwasa,534
476,Banda,Village,Mokalmau,1719
477,Banda,Village,Mudari Khurd,152
478,Banda,Village,Mudiya,425
479,Banda,Village,Naharmau,1129
480,Banda,Village,Nayakheda,298
481,Banda,Village,Nendhra,2399
482,Banda,Village,Nimon,2561
483,Banda,Village,Niwari,328
484,Banda,Village,Odaho,601
485,Banda,Village,Padwar,1668
486,Banda,Village,Pagra,459
487,Banda,Village,Pajnari,1641
488,Banda,Village,Panari,1051
489,Banda,Village,Parasiya,233
490,Banda,Village,Patan,2369
491,Banda,Village,Patari,685
492,Banda,Village,Patauwa,2251
493,Banda,Village,Pathariya Gond,903
494,Banda,Village,Pathariya Vyas,375
495,Banda,Village,Pidaruwa,2881
496,Banda,Village,Pipariya Chamari,1095
497,Banda,Village,Pipariya Chouda,1300
498,Banda,Village,Pipariya Imlai,1870
499,Banda,Village,Pipariya Rajman,330
500,Banda,Village,Pitholi,1058
501,Banda,Village,Prahlad Pura,684
502,Banda,Village,Rakh,1228
503,Banda,Village,Rakhsi,1080
504,Banda,Village,Ramchandrapura,591
505,Banda,Village,Rampura,676
506,Banda,Village,Ramupura,371
507,Banda,Village,Ranipura,361
508,Banda,Village,Richhai Bineka,529
509,Banda,Village,Richhai Sagar,466
510,Banda,Village,Roda,932
511,Banda,Village,Sagari,257
512,Banda,Village,Sagoriya,754
513,Banda,Village,Sahawan,2721
514,Banda,Village,Saji,1873
515,Banda,Village,Salaiya Bineka,559
516,Banda,Village,Salaiya Kalan,521
517,Banda,Village,Salaiya Khurd,270
518,Banda,Village,Salampura,362
519,Banda,Village,Semra Ahir,880
520,Banda,Village,Semra Dant,1335
521,Banda,Village,Semra Daulat,637
522,Banda,Village,Sesai Mafi,479
523,Banda,Village,Shekhpur,580
524,Banda,Village,Shrijhri,35
525,Banda,Village,Sigdoni,402
526,Banda,Village,Simariya Chhapri,736
527,Banda,Village,Singrawan,1684
528,Banda,Village,Sonpur,194
529,Banda,Village,Sorai,1412
530,Banda,Village,Summera,74
531,Banda,Village,Tagiya,690
532,Banda,Village,Talpoh,117
533,Banda,Village,Tentwara,1001
534,Banda,Village,Toda,81
535,Banda,Village,Uldan,2711
536,Banda,Village,Vijaypura,700
537,Bina,Town,Bina- Etawa Municipality,64529
538,Bina,Town,Bamora Census Town,8493
539,Bina,Town,Bina Rly Colony Census Town,5035
540,Bina,Village,Agasod,4495
541,Bina,Village,Amkheda,672
542,Bina,Village,Bagaspur,638
543,Bina,Village,Bagharupa,110
544,Bina,Village,Balarkhedi,200
545,Bina,Village,Bamhori Durjan,572
546,Bina,Village,Bamhorikela,413
547,Bina,Village,Bamorishekh,737
548,Bina,Village,Bardora,575
549,Bina,Village,Barmayen,958
550,Bina,Village,Barodia,941
551,Bina,Village,Bedhai,867
552,Bina,Village,Belai,2036
553,Bina,Village,Berkhedi Tanda,1209
554,Bina,Village,Berkheri Mafi,1014
555,Bina,Village,Berodiya Gath,1211
556,Bina,Village,Besrakasoi,712
557,Bina,Village,Bethni,921
558,Bina,Village,Bhai Buzurg,636
559,Bina,Village,Bhakrai,568
560,Bina,Village,Bhangarh,3516
561,Bina,Village,Bhapson,182
562,Bina,Village,Bhartoli,195
563,Bina,Village,Bhilawali,575
564,Bina,Village,Bhojpur,258
565,Bina,Village,Biharna,1857
566,Bina,Village,Bilakhana,648
567,Bina,Village,Bildhai Buzurg,568
568,Bina,Village,Bildho,1811
569,Bina,Village,Bindhai,651
570,Bina,Village,Borodiya,326
571,Bina,Village,Bukhara,1381
572,Bina,Village,Chakk Agasod,257
573,Bina,Village,Chamari,1410
574,Bina,Village,Chandera,2
575,Bina,Village,Chhawyanjagedish,22
576,Bina,Village,Chhayankachhi,483
577,Bina,Village,Chikanota,257
578,Bina,Village,Daulatpur,463
579,Bina,Village,Dehri,2898
580,Bina,Village,Deoraji,847
581,Bina,Village,Dewal,2320
582,Bina,Village,Dhamna,768
583,Bina,Village,Dhana,356
584,Bina,Village,Dhand,2020
585,Bina,Village,Dhanora,238
586,Bina,Village,Dhanora,392
587,Bina,Village,Dhanora,1244
588,Bina,Village,Dhansara,880
589,Bina,Village,Dharmpur,237
590,Bina,Village,Dhawai,56
591,Bina,Village,Dhimroli,475
592,Bina,Village,Dhurua,721
593,Bina,Village,Dudhawani,785
594,Bina,Village,Eran,1235
595,Bina,Village,Etawa,1489
596,Bina,Village,Futera,21
597,Bina,Village,Gada,914
598,Bina,Village,Gadhauli,563
599,Bina,Village,Girwal,1641
600,Bina,Village,Godhana,716
601,Bina,Village,Gohar,1588
602,Bina,Village,Gonchi,348
603,Bina,Village,Gulaua,1444
604,Bina,Village,Gungi,975
605,Bina,Village,Guryana,664
606,Bina,Village,Hadkal Khati,1027
607,Bina,Village,Hadkaljain,698
608,Bina,Village,Hansalkhedi,1068
609,Bina,Village,Hansua,827
610,Bina,Village,Hansuwa,313
611,Bina,Village,Hardot,268
612,Bina,Village,Hingti,420
613,Bina,Village,Hinnod,1858
614,Bina,Village,Hiranchipa,1100
615,Bina,Village,Itaiya,408
616,Bina,Village,Jaukheri,244
617,Bina,Village,Jodh,1446
618,Bina,Village,Jugpura,444
619,Bina,Village,Kachanoda,62
620,Bina,Village,Kaethani Ryt.,190
621,Bina,Village,Kajarai,536
622,Bina,Village,Kalraoni,387
623,Bina,Village,Kalukhedi,450
624,Bina,Village,Kanjia,2606
625,Bina,Village,Kanjia Ryt.,199
626,Bina,Village,Kankher,580
627,Bina,Village,Kaorja,986
628,Bina,Village,Karonda,2178
629,Bina,Village,Kathai,322
630,Bina,Village,Khajuria,1035
631,Bina,Village,Khamaukhedi,194
632,Bina,Village,Khiriya Bhagot,1
633,Bina,Village,Khitausa,61
634,Bina,Village,Kirbida,945
635,Bina,Village,Kirond,823
636,Bina,Village,Kurua,221
637,Bina,Village,Laharwas,765
638,Bina,Village,Lahrawada,869
639,Bina,Village,Lakhahar,856
640,Bina,Village,Mahadeo Kheri,898
641,Bina,Village,Maliya,64
642,Bina,Village,Malkheri,551
643,Bina,Village,Manau,206
644,Bina,Village,Manmati,127
645,Bina,Village,Mewli,350
646,Bina,Village,Mirjapur,875
647,Bina,Village,Mohansa,648
648,Bina,Village,Mudari,395
649,Bina,Village,Mudari,182
650,Bina,Village,Mudianayak,234
651,Bina,Village,Mudiya Dehra,975
652,Bina,Village,Muhasa,802
653,Bina,Village,Muryana,506
654,Bina,Village,Musyawada,443
655,Bina,Village,Nahron,307
656,Bina,Village,Naniyakheri,40
657,Bina,Village,Niboda,936
658,Bina,Village,Nibodiya,353
659,Bina,Village,Nogaon,1837
660,Bina,Village,Padaria,1161
661,Bina,Village,Pahlejpur,415
662,Bina,Village,Pali,129
663,Bina,Village,Palikheda,487
664,Bina,Village,Pandho,802
665,Bina,Village,Par,1630
666,Bina,Village,Parasari,559
667,Bina,Village,Parsora,675
668,Bina,Village,Patkui,649
669,Bina,Village,Pipariya,250
